ID,Latitude,Longitude,Region,Data_date,Alert_Level,Prediction
1000072,-9.57499999999999,142.175,gbr,2023-04-30,0,4 week forecast
1000072,-9.57499999999999,142.175,gbr,2023-05-28,0,8 week forecast
1000072,-9.57499999999999,142.175,gbr,2023-06-25,0,12 week forecast
1000073,-10.825,142.225,gbr,2023-04-02,0,Nowcast
1000073,-10.825,142.225,gbr,2023-04-30,0,4 week forecast
1000073,-10.825,142.225,gbr,2023-05-28,0,8 week forecast
1000073,-10.825,142.225,gbr,2023-06-25,0,12 week forecast
1000074,-10.775,142.225,gbr,2023-04-02,4,Nowcast
1000074,-10.775,142.225,gbr,2023-04-30,4,4 week forecast
1000074,-10.775,142.225,gbr,2023-05-28,4,8 week forecast
1000074,-10.775,142.225,gbr,2023-06-25,4,12 week forecast
1000075,-10.625,142.225,gbr,2023-04-02,0,Nowcast
1000075,-10.625,142.225,gbr,2023-04-30,0,4 week forecast
1000075,-10.625,142.225,gbr,2023-05-28,0,8 week forecast
1000075,-10.625,142.225,gbr,2023-06-25,0,12 week forecast
1000076,-10.575,142.225,gbr,2023-04-02,0,Nowcast
1000076,-10.575,142.225,gbr,2023-04-30,0,4 week forecast
1000076,-10.575,142.225,gbr,2023-05-28,0,8 week forecast
1000076,-10.575,142.225,gbr,2023-06-25,0,12 week forecast
1000077,-10.525,142.225,gbr,2023-04-02,0,Nowcast
1000077,-10.525,142.225,gbr,2023-04-30,0,4 week forecast
1000077,-10.525,142.225,gbr,2023-05-28,0,8 week forecast
1000077,-10.525,142.225,gbr,2023-06-25,0,12 week forecast
1000078,-10.475,142.225,gbr,2023-04-02,0,Nowcast
1000078,-10.475,142.225,gbr,2023-04-30,0,4 week forecast
1000078,-10.475,142.225,gbr,2023-05-28,0,8 week forecast
1000078,-10.475,142.225,gbr,2023-06-25,0,12 week forecast
1000079,-10.425,142.225,gbr,2023-04-02,0,Nowcast
1000079,-10.425,142.225,gbr,2023-04-30,0,4 week forecast
1000079,-10.425,142.225,gbr,2023-05-28,0,8 week forecast
1000079,-10.425,142.225,gbr,2023-06-25,0,12 week forecast
1000080,-10.375,142.225,gbr,2023-04-02,0,Nowcast
1000080,-10.375,142.225,gbr,2023-04-30,0,4 week forecast
1000080,-10.375,142.225,gbr,2023-05-28,0,8 week forecast
1000080,-10.375,142.225,gbr,2023-06-25,0,12 week forecast
1000081,-10.325,142.225,gbr,2023-04-02,0,Nowcast
1000081,-10.325,142.225,gbr,2023-04-30,0,4 week forecast
1000081,-10.325,142.225,gbr,2023-05-28,0,8 week forecast
1000081,-10.325,142.225,gbr,2023-06-25,0,12 week forecast
1000082,-10.275,142.225,gbr,2023-04-02,0,Nowcast
1000082,-10.275,142.225,gbr,2023-04-30,0,4 week forecast
1000082,-10.275,142.225,gbr,2023-05-28,0,8 week forecast
1000082,-10.275,142.225,gbr,2023-06-25,0,12 week forecast
1000083,-10.225,142.225,gbr,2023-04-02,0,Nowcast
1000083,-10.225,142.225,gbr,2023-04-30,0,4 week forecast
1000083,-10.225,142.225,gbr,2023-05-28,0,8 week forecast
1000083,-10.225,142.225,gbr,2023-06-25,0,12 week forecast
1000084,-10.125,142.225,gbr,2023-04-02,0,Nowcast
1000084,-10.125,142.225,gbr,2023-04-30,0,4 week forecast
1000084,-10.125,142.225,gbr,2023-05-28,0,8 week forecast
1000084,-10.125,142.225,gbr,2023-06-25,0,12 week forecast
1000085,-10.075,142.225,gbr,2023-04-02,0,Nowcast
1000085,-10.075,142.225,gbr,2023-04-30,0,4 week forecast
1000085,-10.075,142.225,gbr,2023-05-28,0,8 week forecast
1000085,-10.075,142.225,gbr,2023-06-25,0,12 week forecast
1000086,-10.025,142.225,gbr,2023-04-02,0,Nowcast
1000086,-10.025,142.225,gbr,2023-04-30,0,4 week forecast
1000086,-10.025,142.225,gbr,2023-05-28,0,8 week forecast
1000086,-10.025,142.225,gbr,2023-06-25,0,12 week forecast
1000087,-9.97499999999999,142.225,gbr,2023-04-02,0,Nowcast
1000087,-9.97499999999999,142.225,gbr,2023-04-30,0,4 week forecast
1000087,-9.97499999999999,142.225,gbr,2023-05-28,0,8 week forecast
1000087,-9.97499999999999,142.225,gbr,2023-06-25,0,12 week forecast
1000088,-9.92499999999998,142.225,gbr,2023-04-02,0,Nowcast
1000088,-9.92499999999998,142.225,gbr,2023-04-30,0,4 week forecast
1000088,-9.92499999999998,142.225,gbr,2023-05-28,0,8 week forecast
1000088,-9.92499999999998,142.225,gbr,2023-06-25,0,12 week forecast
1000089,-9.87499999999999,142.225,gbr,2023-04-02,0,Nowcast
1000089,-9.87499999999999,142.225,gbr,2023-04-30,0,4 week forecast
1000089,-9.87499999999999,142.225,gbr,2023-05-28,0,8 week forecast
1000089,-9.87499999999999,142.225,gbr,2023-06-25,0,12 week forecast
1000090,-9.57499999999999,142.225,gbr,2023-04-02,0,Nowcast
1000090,-9.57499999999999,142.225,gbr,2023-04-30,0,4 week forecast
1000090,-9.57499999999999,142.225,gbr,2023-05-28,0,8 week forecast
1000090,-9.57499999999999,142.225,gbr,2023-06-25,0,12 week forecast
1000091,-10.725,142.275,gbr,2023-04-02,0,Nowcast
1000091,-10.725,142.275,gbr,2023-04-30,0,4 week forecast
1000091,-10.725,142.275,gbr,2023-05-28,0,8 week forecast
1000091,-10.725,142.275,gbr,2023-06-25,0,12 week forecast
1000092,-10.675,142.275,gbr,2023-04-02,0,Nowcast
1000092,-10.675,142.275,gbr,2023-04-30,0,4 week forecast
1000092,-10.675,142.275,gbr,2023-05-28,0,8 week forecast
1000092,-10.675,142.275,gbr,2023-06-25,0,12 week forecast
1000093,-10.575,142.275,gbr,2023-04-02,0,Nowcast
1000093,-10.575,142.275,gbr,2023-04-30,0,4 week forecast
1000093,-10.575,142.275,gbr,2023-05-28,0,8 week forecast
1000093,-10.575,142.275,gbr,2023-06-25,0,12 week forecast
1000094,-10.525,142.275,gbr,2023-04-02,0,Nowcast
1000094,-10.525,142.275,gbr,2023-04-30,0,4 week forecast
1000094,-10.525,142.275,gbr,2023-05-28,0,8 week forecast
1000094,-10.525,142.275,gbr,2023-06-25,0,12 week forecast
1000095,-10.475,142.275,gbr,2023-04-02,0,Nowcast
1000095,-10.475,142.275,gbr,2023-04-30,0,4 week forecast
1000095,-10.475,142.275,gbr,2023-05-28,0,8 week forecast
1000095,-10.475,142.275,gbr,2023-06-25,0,12 week forecast
